NULL	363
0.0	59
0.1	91
0.2	21
0.3	119
0.5	144
0.8	88
1.0	144
1.2	1
1.3	12
1.5	99
1.8	3
2.0	193
2.5	110
3.0	140
3.8	16
4.0	90
5.0	184
5.6	36
6.0	183
6.9	47
7.0	193
7.5	41
8.0	221
8.8	59
9.1	214
10.0	10459
100.0	1
