NULL	4040
0.0	8414
0.01	251
0.02	145
0.03	91
0.04	62
0.05	39
0.06	52
0.07	21
0.08	32
0.09	17
0.1	21
0.11	20
0.12	14
0.13	10
0.14	10
0.15	8
0.16	10
0.17	6
0.18	7
0.19	6
0.2	4
0.21	6
0.22	4
0.23	1
0.24	5
0.26	2
0.28	2
0.29	1
0.3	1
0.31	1
0.32	2
0.34	1
0.35	1
0.36	2
0.37	1
0.38	1
0.41	3
0.45	1
0.48	2
0.5	3
0.51	2
0.54	1
0.56	2
0.57	1
0.58	1
0.61	1
0.98	1
1.67	1
1.78	1
