NULL	9751	128	4206	15	35570	85
0.0	108	4	44	0	781	9
1.0	68	0	8	0	205	1
2.0	44	0	5	0	133	0
3.0	36	1	1	0	83	0
4.0	14	0	4	0	74	0
5.0	11	0	1	0	30	0
6.0	14	0	4	0	20	0
7.0	8	0	1	0	36	0
8.0	15	0	0	0	21	0
9.0	8	0	5	0	22	0
10.0	4	0	0	0	2	0
11.0	0	0	0	0	0	0
