3571	NULL
494	0.0
833	0.1
336	0.2
833	0.3
1644	0.5
1254	0.8
1310	1.0
24	1.2
145	1.3
955	1.5
43	1.8
2540	2.0
1274	2.5
1376	3.0
338	3.8
1228	4.0
2273	5.0
567	5.6
2392	6.0
1013	6.9
2334	7.0
760	7.5
3014	8.0
1405	8.8
2782	9.1
182794	10.0
2	100.0
