NULL	8548	114	3772	14	32204	84
15	78	1	39	0	275	0
20	453	5	179	0	1496	3
25	490	5	164	1	1610	6
30	326	5	93	0	954	2
35	126	3	24	0	310	0
40	47	0	2	0	80	0
45	10	0	6	0	45	0
50	3	0	0	0	3	0
70	0	0	0	0	0	0
