129	4	46	0	NULL
34	0	10	0	0.0
45	0	12	0	0.1
11	0	4	0	0.2
35	3	7	0	0.3
57	2	12	0	0.5
50	0	8	0	0.8
53	1	12	0	1.0
0	0	0	0	1.2
7	0	0	0	1.3
41	1	9	0	1.5
0	0	0	0	1.8
194	0	24	0	2.0
50	1	9	0	2.5
65	1	21	0	3.0
23	0	2	0	3.8
89	2	14	0	4.0
145	1	26	0	5.0
23	1	6	0	5.6
122	0	33	0	6.0
56	1	23	0	6.9
133	1	32	0	7.0
38	1	14	0	7.5
164	1	56	0	8.0
73	1	27	0	8.8
151	2	63	0	9.1
8293	109	3808	15	10.0
0	0	1	0	100.0
