40.5959869	-73.9822119	80
40.6538055	-73.9306058	40
40.7049923	-73.9173483	40
40.6057313	-73.9850075	60
40.6635186	-73.9572076	50
40.6265729	-74.0116648	50
40.6506684	-73.9524697	60
40.693341	-73.9668817	60
40.6494399	-73.9630763	60
40.7022577	-73.9200747	60
40.6380327	-73.9925704	60
40.6818517	-73.9800365	60
40.6201306	-73.9856923	60
40.6240515	-73.976945	60
40.7069972	-73.9613636	60
40.6981112	-73.9449527	60
40.6428878	-73.9545255	50
40.710668	-73.9336018	50
40.7083906	-73.9399594	50
40.6807878	-73.919574	50
40.6632317	-73.9316017	50
40.661169	-73.8796831	50
40.6926823	-73.93997	50
40.6233399	-73.9559401	50
40.7015933	-73.9487475	50
40.6600184	-73.9912163	40
40.6703577	-73.9887132	40
40.6984101	-73.9133102	40
40.6809568	-73.9676774	40
40.6524883	-73.952663	40
40.7048304	-73.9663241	40
40.7137945	-73.9442652	50
40.6934893	-73.9791676	50
40.6778626	-73.9386241	50
40.6559893	-74.0026778	60
40.6830392	-73.9647775	50
40.6673741	-73.9878053	50
40.7208456	-73.9566297	60
40.6264606	-74.0268565	50
40.7240986	-73.9509778	60
40.7154014	-73.9269272	60
40.6448523	-73.9600159	50
40.6866487	-73.9207388	50
40.6898636	-73.9795113	50
40.691299	-73.9454956	50
40.7100539	-73.9453612	50
40.7152016	-73.9277391	50
40.6303521	-74.0149043	50
40.6825097	-73.9763154	50
40.6863663	-73.9297499	40
40.5993815	-73.9514043	40
40.6734869	-73.9729552	40
40.671864	-73.8783336	40
40.696131	-73.9871041	40
40.6646056	-73.9768444	40
40.6340776	-73.9950749	40
40.7119619	-73.9406885	40
40.69603	-73.9435263	40
40.627573	-73.9765763	50
40.6878706	-73.9783472	50
40.6345745	-73.9059495	40
40.6915436	-73.9684944	40
40.6759684	-73.9332254	30
40.6949636	-73.9462246	40
40.7175904	-73.9499473	60
40.681486	-73.9770225	50
40.6334868	-73.9865469	50
40.6915042	-73.9095509	50
40.6471146	-73.9616722	50
40.6827016	-73.9290074	50
40.6444063	-73.964088	50
40.6111729	-73.9770106	50
40.6972536	-73.9156161	50
40.7004799	-73.9253279	30
40.6403175	-73.9790653	40
40.6972035	-73.9529233	40
40.6899325	-73.9814728	40
40.6851003	-73.9945771	40
40.6309121	-74.0143208	50
40.7263019	-73.9491181	50
40.7016979	-73.9435215	50
40.6742569	-73.8974829	50
40.6743137	-73.9500807	50
40.6046374	-73.9761342	50
40.6635186	-73.9572076	50
40.6951153	-73.9118611	60
40.6829709	-73.976665	60
40.666297	-73.8944384	60
40.6915631	-73.9695221	50
40.6090498	-73.970896	50
40.6772496	-73.9275386	40
40.6328477	-73.9283651	40
40.6112575	-73.9745147	50
40.7219776	-73.9599371	50
40.6805742	-74.0064356	50
40.6417069	-73.9820447	50
40.6612955	-73.9173556	50
40.6442955	-73.901381	40
40.6857643	-73.9730728	60
40.6041622	-73.9975115	40
40.6487213	-73.9649038	40
40.6556338	-73.9598617	40
40.5998026	-73.9475941	50
40.6361721	-73.9499255	50
40.705217	-73.9206843	50
40.5961601	-73.9610281	50
40.6969863	-73.9352238	50
40.7027837	-73.9469072	50
40.6063855	-74.0012065	50
40.6968391	-73.9870607	50
40.6384959	-73.9539412	50
40.7107873	-73.9599439	50
40.6377818	-74.0179326	50
40.6695924	-73.9958941	50
40.7055449	-73.9531627	50
40.704257	-73.967208	50
40.6529481	-74.0021659	50
